,6位扩展代码表,,
,主要编码,附加编码,疾病名称
,A00.000,,古典生物型霍乱
,A00.100,,埃尔托型霍乱
,A00.900,,霍乱
,A01.000,,伤寒
,A01.001+,K77.0*,伤寒性肝炎
,A01.002+,G01*,伤寒性脑膜炎
,A01.100,,副伤寒甲
,A01.200,,副伤寒乙
,A01.300,,副伤寒丙
,A01.400,,副伤寒
,A02.000,,沙门菌肠炎
,A02.001,,阿哥拉沙门菌肠炎
,A02.002,,沙门菌伦敦血清型肠炎
,A02.003,,沙门菌胃肠炎
,A02.004,,鼠伤寒沙门菌肠炎
,A02.100,,沙门菌败血症
,A02.101,,猪霍乱沙门菌败血症
,A02.200,,局限性沙门菌感染
,A02.201+,J17.0*,沙门菌肺炎
,A02.202+,M01.3*,沙门菌关节炎
,A02.203+,G01*,沙门菌脑膜炎
,A02.800,,特指沙门菌感染
,A02.900,,沙门菌感染
,A02.901,,猪霍乱沙门菌感染
,A03.000,,志贺痢疾杆菌引起细菌性痢疾
,A03.100,,弗氏志贺菌引起细菌性痢疾
,A03.200,,波氏志贺菌引起细菌性痢疾
,A03.300,,宋内志贺菌引起细菌性痢疾
,A03.800,,特指细菌性痢疾
,A03.900,,细菌性痢疾
,A03.901,,急性细菌性痢疾
,A03.902,,慢性迁延型细菌性痢疾
,A03.903,,慢性细菌性痢疾
,A03.904,,中毒型细菌性痢疾
,A04.000,,肠道病原性大肠杆菌感染
,A04.100,,肠毒性大肠杆菌感染
,A04.200,,肠侵袭性大肠杆菌感染
,A04.300,,肠出血性大肠杆菌感染
,A04.301,,新生儿肠出血性大肠杆菌肠炎
,A04.400,,特指肠道大肠杆菌感染
,A04.401,,大肠杆菌性肠炎
,A04.402,,新生儿大肠杆菌肠炎
,A04.500,,弯曲菌肠炎
,A04.600,,小肠结肠耶尔森菌性小肠炎
,A04.700,,艰难梭状芽胞杆菌性小肠结肠炎
,A04.800,,特指细菌性肠道感染
,A04.801,,变形杆菌肠炎
,A04.802,,绿脓杆菌肠炎
,A04.803,,厌氧菌肠炎
,A04.900,,细菌性肠道感染
,A04.901,,细菌性结肠炎
,A05.000,,食物媒介葡萄球菌食物中毒
,A05.100,,肉毒中毒
,A05.200,,食物媒介产气荚膜梭状芽胞杆菌食物中毒
,A05.201,,产气荚膜梭状芽胞杆菌食物中毒
,A05.202,,急性坏死性肠炎
,A05.300,,食物媒介副溶血性弧菌食物中毒
,A05.400,,食物媒介蜡样芽胞杆菌食物中毒
,A05.800,,特指细菌性食物中毒
,A05.900,,细菌性食物中毒
,A06.000,,急性阿米巴痢疾
,A06.001,,阿米巴结肠炎
,A06.002,,阿米巴痢疾
,A06.100,,慢性肠阿米巴病
,A06.200,,阿米巴非痢疾性结肠炎
,A06.300,,肠道阿米巴瘤
,A06.400,,阿米巴肝脓肿
,A06.500+,J99.8*,阿米巴肺脓肿
,A06.501+,J99.8*,阿米巴肝肺脓肿
,A06.600+,G07*,阿米巴脑脓肿
,A06.700,,皮肤阿米巴病
,A06.800,,特指部位阿米巴感染
,A06.801,,眼阿米巴病
,A06.900,,阿米巴病
,A07.000,,小袋纤毛虫病
,A07.100,,贾第虫病
,A07.200,,隐孢子虫病
,A07.300,,等孢球虫病
,A07.800,,特指原虫性肠道疾病
,A07.801,,肠道滴虫病
,A07.900,,原虫性肠道疾病
,A08.000,,轮状病毒肠炎
,A08.100,,诺沃克组病毒引起急性胃肠病
,A08.200,,腺病毒肠炎
,A08.300,,特指病毒性肠炎
,A08.301,,EB病毒性肠炎
,A08.400,,病毒性肠道感染
,A08.401,,病毒性肠炎
,A08.402,,病毒性胃肠炎
,A08.500,,特指肠道感染
,A09.000,,特指感染性胃肠炎和结肠炎
,A09.001,,感染性胃肠炎
,A09.002,,感染性结肠炎
,A09.003,,痢疾
,A09.004,,感染性腹泻
,A09.005,,脓毒性肠炎
,A09.006,,急性出血性肠炎
,A09.900,,胃肠炎和结肠炎
,A09.901,,胃肠炎
,A09.902,,结肠炎
,A09.903,,婴儿腹泻
,A09.904,,出血性肠炎
,A15.000,,肺结核，痰镜检（+）
,A15.001,,肺结核瘤，痰镜检（+）
,A15.002,,肺干酪性结核，痰镜检（+）
,A15.003,,结核性肺纤维变性，痰镜检（+）
,A15.004,,结核性肺炎，痰镜检（+）
,A15.005,,结核性气胸，痰镜检（+）
,A15.006,,结核性支气管扩张，痰镜检（+）
,A15.007,,空洞型肺结核，痰镜检（+）
,A15.008,,浸润型肺结核，痰镜检（+）
,A15.009,,增殖型肺结核，痰镜检（+）
,A15.100,,肺结核，痰培养（+）
,A15.101,,肺结核瘤，痰培养（+）
,A15.102,,肺干酪性结核，痰培养（+）
,A15.103,,结核性肺纤维变性，痰培养（+）
,A15.104,,结核性肺炎，痰培养（+）
,A15.105,,结核性气胸，痰培养（+）
,A15.106,,结核性支气管扩张，痰培养（+）
,A15.107,,空洞型肺结核，痰培养（+）
,A15.108,,浸润型肺结核，痰培养（+）
,A15.109,,增殖型肺结核，痰培养（+）
,A15.200,,肺结核，病理（+）
,A15.201,,肺结核瘤，病理（+）
,A15.202,,肺干酪性结核，病理（+）
,A15.203,,结核性肺纤维变性，病理（+）
,A15.204,,结核性肺炎，病理（+）
,A15.205,,结核性气胸，病理（+）
,A15.206,,结核性支气管扩张，病理（+）
,A15.207,,空洞型肺结核，病理（+）
,A15.208,,浸润型肺结核，病理（+）
,A15.209,,增殖型肺结核，病理（+）
,A15.300,,肺结核经证实（+）
,A15.301,,肺结核瘤经证实（+）
,A15.302,,肺干酪性结核经证实（+）
,A15.303,,结核性肺纤维变性经证实（+）
,A15.304,,结核性肺炎经证实（+）
,A15.305,,结核性气胸经证实（+）
,A15.306,,结核性支气管扩张经证实（+）
,A15.307,,空洞型肺结核经证实（+）
,A15.308,,浸润型肺结核经证实（+）
,A15.309,,增殖型肺结核 经证实（+）
,A15.400,,肺门淋巴结结核，细菌学（+）
,A15.401,,肺门淋巴结结核，病理（+）
,A15.402,,气管支气管淋巴结结核，细菌学（+）
,A15.403,,气管支气管淋巴结结核，病理（+）
,A15.404,,胸内淋巴结结核，细菌学（+）
,A15.405,,胸内淋巴结结核，病理（+）
,A15.406,,纵隔淋巴结结核，细菌学（+）
,A15.407,,纵隔淋巴结结核，病理（+）
,A15.408,,支气管淋巴结结核，细菌学（+）
,A15.409,,支气管淋巴结结核，病理（+）
,A15.500,,喉结核，细菌学（+）
,A15.501,,喉结核，病理（+）
,A15.502,,会厌结核，细菌学（+）
,A15.503,,会厌结核，病理（+）
,A15.504,,声带结核，细菌学（+）
,A15.505,,声带结核，病理（+）
,A15.506,,气管结核，细菌学（+）
,A15.507,,气管结核，病理（+）
,A15.508,,支气管结核，细菌学（+）
,A15.509,,支气管结核，病理（+）
,A15.600,,结核性胸膜炎，细菌学（+）
,A15.601,,结核性胸膜炎，病理（+）
,A15.602,,结核性脓胸，细菌学（+）
,A15.603,,结核性脓胸，病理（+）
,A15.604,,结核性胸腔积液，细菌学（+）
,A15.605,,结核性胸腔积液，病理（+）
,A15.606,,结核性渗出性胸膜炎，细菌学（+）
,A15.607,,结核性渗出性胸膜炎，病理（+）
,A15.608,,胸膜结核瘤，细菌学（+）
,A15.609,,胸膜结核瘤，病理（+）
,A15.700,,原发性呼吸道结核，细菌学（+）
,A15.701,,原发性呼吸道结核，病理（+）
,A15.702,,肺原发性结核性复征，细菌学（+）
,A15.703,,肺原发性结核性复征，病理（+）
,A15.800,,特指呼吸道结核，细菌学、病理（+）
,A15.801,,结核性鼻窦炎，细菌学（+）
,A15.802,,结核性鼻窦炎，病理（+）
,A15.803,,鼻中隔结核，细菌学（+）
,A15.804,,鼻中隔结核，病理（+）
,A15.805,,鼻咽结核，细菌学（+）
,A15.806,,鼻咽结核，病理（+）
,A15.807,,鼻结核，细菌学（+）
,A15.808,,鼻结核，病理（+）
,A15.809,,扁桃体结核，细菌学（+）
,A15.810,,扁桃体结核，病理（+）
,A15.811,,咽部结核，细菌学（+）
,A15.812,,咽部结核，病理（+）
,A15.813,,纵隔结核，细菌学（+）
,A15.814,,纵隔结核，病理（+）
,A15.900,,呼吸道结核，细菌学（+）
,A15.901,,呼吸道结核，病理（+）
,A16.000,,肺结核，细菌学和组织学检查（-）
,A16.001,,肺结核瘤，痰镜检（-）
,A16.002,,结核性肺炎，痰镜检（-）
,A16.003,,结核性肺纤维变性，痰镜检（-）
,A16.004,,结核性气胸，痰镜检（-）
,A16.005,,结核性支气管扩张，痰镜检（-）
,A16.006,,肺干酪性结核，痰镜检（-）
,A16.007,,空洞型肺结核，痰镜检（-）
,A16.008,,浸润型肺结核，痰镜检（-）
,A16.009,,增殖型肺结核，痰镜检（-）
,A16.010,,肺结核，痰培养（-）
,A16.011,,肺结核瘤，痰培养（-）
,A16.012,,结核性肺炎，痰培养（-）
,A16.013,,结核性肺纤维变性，痰培养（-）
,A16.014,,结核性气胸，痰培养（-）
,A16.015,,结核性支气管扩张，痰培养（-）
,A16.016,,肺干酪性结核，痰培养（-）
,A16.017,,空洞型肺结核，痰培养（-）
,A16.018,,浸润型肺结核，痰培养（-）
,A16.019,,增殖型肺结核，痰培养（-）
,A16.020,,肺结核，病理（-）
,A16.021,,肺结核瘤，病理（-）
,A16.022,,结核性肺炎，病理（-）
,A16.023,,结核性肺纤维变性，病理（-）
,A16.024,,结核性气胸，病理（-）
,A16.025,,结核性支气管扩张，病理（-）
,A16.026,,肺干酪性结核，病理（-）
,A16.027,,空洞型肺结核，病理（-）
,A16.028,,浸润型肺结核，病理（-）
,A16.029,,增殖型肺结核，病理（-）
,A16.030,,肺结核瘤，细胞学（组织学）（-）
,A16.031,,结核性肺炎，细胞学（组织学）（-）
,A16.032,,结核性肺纤维变性，细胞学（组织学）（-）
,A16.033,,结核性气胸，细胞学（组织学）（-）
,A16.034,,结核性支气管扩张，细胞学（组织学）（-）
,A16.035,,肺干酪性结核，细胞学（组织学）（-）
,A16.036,,空洞型肺结核，细胞学（组织学）（-）
,A16.037,,浸润型肺结核，细胞学（组织学）（-）
,A16.038,,增殖型肺结核，细胞学（组织学）（-）
,A16.100,,肺结核，未做细菌学和组织学检查
,A16.101,,肺结核瘤，未做细菌学和组织学检查
,A16.102,,结核性肺炎，未做细菌学和组织学检查
,A16.103,,结核性肺纤维变性，未做细菌学和组织学检查
,A16.104,,结核性气胸，未做细菌学和组织学检查
,A16.105,,结核性支气管扩张，未做细菌学和组织学检查
,A16.106,,肺干酪性结核，未做细菌学和组织学检查
,A16.107,,空洞型肺结核，未做细菌学和组织学检查
,A16.108,,浸润型肺结核，未做细菌学和组织学检查
,A16.109,,增殖型肺结核，未做细菌学和组织学检查
,A16.200,,肺结核
,A16.201,,肺结核瘤
,A16.202,,结核性肺炎
,A16.203,,结核性肺纤维变性
,A16.204,,结核性气胸
,A16.205,,结核性支气管扩张
,A16.206,,肺干酪性结核
,A16.207,,空洞型肺结核
,A16.208,,浸润型肺结核
,A16.209,,增殖型肺结核
,A16.300,,胸腔内淋巴结结核
,A16.301,,肺门淋巴结结核
,A16.302,,胸内淋巴结结核
,A16.303,,气管支气管淋巴结结核
,A16.304,,支气管淋巴结结核
,A16.305,,纵隔淋巴结结核
,A16.400,,喉结核
,A16.401,,会厌结核
,A16.402,,气管结核
,A16.403,,声带结核
,A16.404,,支气管结核
,A16.500,,结核性胸膜炎
,A16.501,,结核性脓胸
,A16.502,,结核性胸腔积液
,A16.503,,结核性渗出性胸膜炎
,A16.504,,胸膜结核瘤
,A16.700,,原发性呼吸道结核
,A16.701,,肺原发性结核性复征
,A16.800,,特指呼吸道结核
,A16.801,,结核性鼻窦炎
,A16.802,,鼻中隔结核
,A16.803,,鼻咽结核
,A16.804,,鼻结核
,A16.805,,扁桃体结核
,A16.806,,咽部结核
,A16.807,,纵隔结核
,A16.900,,呼吸道结核
,A16.901,,胸壁结核
,A17.000+,G01*,结核性脑膜炎
,A17.001+,G01*,结核性脑脊髓膜炎
,A17.100+,G07*,脑膜结核瘤
,A17.800+,G99.8*,神经系统特指结核
,A17.801+,G07*,脑结核瘤
,A17.802+,G07*,结核性脑肉芽肿
,A17.803+,G05.0*,结核性脑膜脑炎
,A17.804+,G05.0*,结核性脑炎
,A17.805+,G07*,结核性脑脓肿
,A17.806+,G07*,脊髓结核
,A17.900+,G99.8*,神经系统结核
,A18.001+,M90.0*,骨结核
,A18.002+,M01.1*,关节结核
,A18.003+,M90.0*,鼻骨结核
,A18.004+,M90.0*,下颌结核
,A18.005+,M49.0*,颈椎结核
,A18.006+,M49.0*,胸椎结核
,A18.007+,M49.0*,腰椎结核
,A18.008+,M90.0*,腰椎结核性窦道
,A18.009+,M49.0*,脊柱结核
,A18.010+,M49.0*,脊柱结核性脓肿
,A18.011,M49.0*,结核性脊柱后凸
,A18.012+,M49.0*,脊柱结核性截瘫
,A18.013+,M49.0*,结核性脊柱裂
,A18.014+,M90.0*,肋骨结核
,A18.015+,M90.0*,耻骨结核
,A18.016+,M90.0*,肱骨结核
,A18.017+,M90.0*,桡骨结核
,A18.018+,M90.0*,尺骨结核
,A18.019+,M90.0*,掌骨结核
,A18.020+,M90.0*,指骨结核
,A18.021+,M90.0*,股骨结核
,A18.022+,M90.0*,胫骨结核
,A18.023+,M90.0*,腓骨结核
,A18.024+,M90.0*,跟骨结核
,A18.025+,M90.0*,楔骨结核
,A18.026+,M90.0*,趾骨结核
,A18.027+,M01.1*,肩关节结核
,A18.028+,M01.1*,肘关节结核
,A18.029+,M01.1*,腕关节结核
,A18.030+,M01.1*,指关节结核
,A18.031+,M01.1*,髋关节结核
,A18.032+,M01.1*,骶髂关节结核
,A18.033+,M01.1*,髋关节结核性滑膜炎
,A18.034+,M01.1*,膝关节结核
,A18.035+,M01.1*,膝关节结核性滑膜炎
,A18.036+,M01.1*,踝关节结核
,A18.037+,M01.1*,跖趾关节结核
,A18.038+,M01.1*,趾关节结核
,A18.039+,M01.1*,关节结核性风湿病
,A18.040+,M01.1*,关节结核性窦道
,A18.041+,M68.0*,滑膜结核
,A18.042+,M68.0*,肌腱结核
,A18.100,,泌尿生殖系统结核
,A18.101,,泌尿系统结核
,A18.102,,生殖系统结核
,A18.103+,N29.1*,肾结核
,A18.104+,N29.1*,结核性肾脓肿
,A18.105+,N29.1*,结核性肾盂积水
,A18.106+,N29.1*,输尿管结核
,A18.107+,N29.1*,结核性输尿管狭窄
,A18.108+,N33.0*,膀胱结核
,A18.109+,N51.0*,前列腺结核
,A18.110+,N51.8*,输精管结核
,A18.111+,N74.1*,子宫内膜结核
,A18.112+,N74.0*,子宫颈结核
,A18.113+,N74.1*,输卵管结核
,A18.114+,N74.1*,卵巢结核
,A18.115+,N74.1*,女性盆腔结核
,A18.116+,N51.8*,结核性阴囊瘘
,A18.117+,N51.1*,睾丸结核
,A18.118+,N51.1*,附睾结核
,A18.119+,N51.8*,阴茎结核
,A18.200,,结核性周围淋巴结病
,A18.201,,头颈部结核性淋巴结炎
,A18.202,,颊淋巴结结核
,A18.203,,腮腺淋巴结结核
,A18.204,,颏下淋巴结结核
,A18.205,,颈淋巴结结核
,A18.206,,锁骨上淋巴结结核
,A18.207,,腋下淋巴结结核
,A18.208,,食管旁淋巴结结核
,A18.209,,闭孔淋巴结结核
,A18.210,,腹股沟淋巴结结核
,A18.211,,结核性淋巴管炎
,A18.212,,全身多发淋巴结结核
,A18.300,,肠、腹膜和肠系膜淋巴结的结核
,A18.301,,肝门淋巴结结核
,A18.302+,K93.0*,阑尾结核
,A18.303+,K93.0*,肠结核
,A18.304+,K93.0*,结核性肠炎
,A18.305+,K93.0*,结肠结核瘤
,A18.306+,K93.0*,结核性肛瘘
,A18.307+,K93.0*,肛周结核
,A18.308,,腹腔淋巴结结核
,A18.309,,结核性腹腔积液
,A18.310,,腹膜后淋巴结结核
,A18.311+,K93.0*,腹膜结核
,A18.312+,K93.0*,腹部结核性脓肿
,A18.313+,K93.0*,腹部结核性窦道
,A18.314+,K67.3*,结核性腹膜炎
,A18.315+,K93.0*,肠系膜结核
,A18.316+,K93.0*,肠系膜淋巴结结核
,A18.317,,髂窝结核性脓肿
,A18.318,,髂窝淋巴结结核
,A18.400,,皮肤和皮下组织的结核
,A18.401,,皮肤结核
,A18.402,,皮下组织结核
,A18.403,,皮肤结核性窦道
,A18.404,,瘰疠性皮肤结核
,A18.405,,结核性皮肤脓肿
,A18.406,,腹壁结核
,A18.407,,皮下组织结核性窦道
,A18.408,,结核性结节性红斑
,A18.409,,播散性粟粒性狼疮
,A18.410,,寻常性狼疮
,A18.411,,巴赞病
,A18.500,,眼结核
,A18.501+,H32.0*,视网膜结核
,A18.502+,H32.0*,脉络膜结核
,A18.503+,H48.8*,视神经结核
,A18.504+,H22.0*,葡萄膜结核
,A18.505+,H22.0*,结核性葡萄膜炎
,A18.506+,H19.2*,角膜结核
,A18.600,,耳结核
,A18.601+,H67.0*,结核性中耳炎
,A18.700+,E35.1*,肾上腺结核
,A18.800,,特指器官结核
,A18.801+,E35.8*,垂体结核
,A18.802+,K93.8*,舌结核
,A18.803+,M63.0*,咀嚼肌结核
